id,phrase,partofspeech,category
3050,clinic skill,phrase,jobngram
3051,monitoring vital signs,phrase,jobngram
3052,monitor vital sign,phrase,jobngram
3053,recording intake,phrase,jobngram
3054,record intak,phrase,jobngram
3055,patient care journal,phrase,jobngram
3056,keeping family,phrase,jobngram
3057,keep famili,phrase,jobngram
3058,dispensing medications,phrase,jobngram
3059,dispens medic,phrase,jobngram
3060,changing bandages,phrase,jobngram
3061,chang bandag,phrase,jobngram
3062,administering oxygen,phrase,jobngram
3063,administ oxygen,phrase,jobngram
3064,maintaining oxygen supply,phrase,jobngram
3065,maintain oxygen suppli,phrase,jobngram
3066,making entries,phrase,jobngram
3067,make entri,phrase,jobngram
3068,notifying agency,phrase,jobngram
3069,notifi agenc,phrase,jobngram
3070,nursing supervisor,phrase,jobngram
3071,nurs supervisor,phrase,jobngram
3072,helps patients care,phrase,jobngram
3073,help patient care,phrase,jobngram
3074,teaching assisted living techniques,phrase,jobngram
3075,teach assist live techniqu,phrase,jobngram
3076,using a cane,phrase,jobngram
3077,use a cane,phrase,jobngram
3078,using special utensils,phrase,jobngram
3079,use special utensil,phrase,jobngram
3080,using special techniques,phrase,jobngram
3081,use special techniqu,phrase,jobngram
3082,helps family members,phrase,jobngram
3083,help famili member,phrase,jobngram
3084,introducing and teaching appropriate ways,phrase,jobngram
3085,introduc and teach appropri way,phrase,jobngram
3086,putting the family,phrase,jobngram
3087,put the famili,phrase,jobngram
3088,home care help,phrase,jobngram
3089,medicare reimbursement approaches,phrase,jobngram
3090,medicar reimburs approach,phrase,jobngram
3091,following asepses standards,phrase,jobngram
3092,follow aseps standard,phrase,jobngram
3093,changing linens,phrase,jobngram
3094,chang linen,phrase,jobngram
3095,maintaining kitchen,phrase,jobngram
3096,maintain kitchen,phrase,jobngram
3097,handling personal laundry,phrase,jobngram
3098,handl person laundri,phrase,jobngram
3099,maintaining security,phrase,jobngram
3100,maintain secur,phrase,jobngram
3101,provides nutritious meals,phrase,jobngram
3102,provid nutriti meal,phrase,jobngram
3103,following prescribed dietary requirements,phrase,jobngram
3104,follow prescrib dietari requir,phrase,jobngram
3105,patient home care,phrase,jobngram
3106,nursing assistant status,phrase,jobngram
3107,nurs assist statu,phrase,jobngram
3108,fulfilling continuing education requirements,phrase,jobngram
3109,fulfil continu educ requir,phrase,jobngram
3110,home health care,phrase,jobngram
3111,home care policies,phrase,jobngram
3112,home care polici,phrase,jobngram
3113,enhances nursing assistant,phrase,jobngram
3114,enhanc nurs assist,phrase,jobngram
3115,physiological knowledge,phrase,jobngram
3116,physiolog knowledg,phrase,jobngram
3117,provides adjunct care,phrase,jobngram
3118,provid adjunct care,phrase,jobngram
3119,administering enemas,phrase,jobngram
3120,administ enema,phrase,jobngram
3121,applying restraints,phrase,jobngram
3122,appli restraint,phrase,jobngram
3123,checking vital signs,phrase,jobngram
3124,check vital sign,phrase,jobngram
3125,testing urine,phrase,jobngram
3126,test urin,phrase,jobngram
3127,critical care,phrase,jobngram
3128,critic care,phrase,jobngram
3129,finance organizational strategies,phrase,jobngram
3130,financ organiz strategi,phrase,jobngram
3131,finance operational strategies,phrase,jobngram
3132,financ oper strategi,phrase,jobngram
3133,develops organization prospects,phrase,jobngram
3134,develop organ prospect,phrase,jobngram
3135,studying economic trends,phrase,jobngram
3136,studi econom trend,phrase,jobngram
3137,projecting acquisition,phrase,jobngram
3138,project acquisit,phrase,jobngram
3139,analyzing organization operations,phrase,jobngram
3140,analyz organ oper,phrase,jobngram
3141,identifying opportunities,phrase,jobngram
3142,identifi opportun,phrase,jobngram
3143,accumulating capital,phrase,jobngram
3144,accumul capit,phrase,jobngram
3145,fund expansion,phrase,jobngram
3146,fund expans,phrase,jobngram
3147,forecasting capital,phrase,jobngram
3148,forecast capit,phrase,jobngram
3149,identifying monetary resources,phrase,jobngram
3150,identifi monetari resourc,phrase,jobngram
3151,invested funds,phrase,jobngram
3152,invest fund,phrase,jobngram
3153,identifying investment opportunities,phrase,jobngram
3154,identifi invest opportun,phrase,jobngram
3155,developing forecasts,phrase,jobngram
3156,develop forecast,phrase,jobngram
3157,reporting results,phrase,jobngram
3158,report result,phrase,jobngram
3159,developing improvements,phrase,jobngram
3160,develop improv,phrase,jobngram
3161,remaining aware,phrase,jobngram
3162,remain awar,phrase,jobngram
3163,changing needs,phrase,jobngram
3164,chang need,phrase,jobngram
3165,identifying and anticipating community service trends,phrase,jobngram
3166,identifi and anticip commun servic trend,phrase,jobngram
3167,evaluating and offering options,phrase,jobngram
3168,evalu and offer option,phrase,jobngram
3169,provides city services,phrase,jobngram
3170,provid citi servic,phrase,jobngram
3171,improving a functional structure,phrase,jobngram
3172,improv a function structur,phrase,jobngram
3173,delegating authority,phrase,jobngram
3174,deleg author,phrase,jobngram
3175,maintains city staff,phrase,jobngram
3176,maintain citi staff,phrase,jobngram
3177,recommending an annual budget,phrase,jobngram
3178,recommend an annual budget,phrase,jobngram
3179,anticipating term issues,phrase,jobngram
3180,anticip term issu,phrase,jobngram
3181,anticipating future legislation,phrase,jobngram
3182,anticip futur legisl,phrase,jobngram
3183,promotes city services,phrase,jobngram
3184,promot citi servic,phrase,jobngram
3185,keeps the mayor,phrase,jobngram
3186,keep the mayor,phrase,jobngram
3187,resolve concerns,phrase,jobngram
3188,resolv concern,phrase,jobngram
3189,settling disputes,phrase,jobngram
3190,settl disput,phrase,jobngram
3191,meeting management,phrase,jobngram
3192,meet manag,phrase,jobngram
3193,designs construction projects,phrase,jobngram
3194,design construct project,phrase,jobngram
3195,studying project concept,phrase,jobngram
3196,studi project concept,phrase,jobngram
3197,prepares engineering design,phrase,jobngram
3198,prepar engin design,phrase,jobngram
3199,collecting and studying reports,phrase,jobngram
3200,collect and studi report,phrase,jobngram
3201,determines project costs,phrase,jobngram
3202,determin project cost,phrase,jobngram
3203,calculating labor,phrase,jobngram
3204,calcul labor,phrase,jobngram
3205,prepares feasibility study,phrase,jobngram
3206,prepar feasibl studi,phrase,jobngram
3207,analyzing engineering design,phrase,jobngram
3208,analyz engin design,phrase,jobngram
3209,conducting environmental impact studies,phrase,jobngram
3210,conduct environment impact studi,phrase,jobngram
3211,assembling data,phrase,jobngram
3212,assembl data,phrase,jobngram
3213,prepares engineering documents,phrase,jobngram
3214,prepar engin document,phrase,jobngram
3215,developing construction specifications,phrase,jobngram
3216,develop construct specif,phrase,jobngram
3217,monitoring project progress,phrase,jobngram
3218,monitor project progress,phrase,jobngram
3219,inspecting construction site,phrase,jobngram
3220,inspect construct site,phrase,jobngram
3221,verifying calculations,phrase,jobngram
3222,verifi calcul,phrase,jobngram
3223,fulfills project requirements,phrase,jobngram
3224,fulfil project requir,phrase,jobngram
3225,enforcing project,phrase,jobngram
3226,enforc project,phrase,jobngram
3227,provides engineering information,phrase,jobngram
3228,provid engin inform,phrase,jobngram
3229,project data base,phrase,jobngram
3230,writing computer programs,phrase,jobngram
3231,write comput program,phrase,jobngram
3232,completing backups,phrase,jobngram
3233,complet backup,phrase,jobngram
3234,design skills,phrase,jobngram
3235,design skill,phrase,jobngram
3236,site development,phrase,jobngram
3237,site develop,phrase,jobngram
3238,database design,phrase,jobngram
3239,databas design,phrase,jobngram
3240,communications financial standards,phrase,jobngram
3241,commun financi standard,phrase,jobngram
3242,maintaining records,phrase,jobngram
3243,maintain record,phrase,jobngram
3244,answering services,phrase,jobngram
3245,answer servic,phrase,jobngram
3246,recording operations,phrase,jobngram
3247,record oper,phrase,jobngram
3248,maintaining telephone directories,phrase,jobngram
3249,maintain telephon directori,phrase,jobngram
3250,maintains beeper system,phrase,jobngram
3251,maintain beeper system,phrase,jobngram
3252,compiling data,phrase,jobngram
3253,compil data,phrase,jobngram
3254,making changes,phrase,jobngram
3255,emergency notification systems,phrase,jobngram
3256,emerg notif system,phrase,jobngram
3257,dispatching helicopters,phrase,jobngram
3258,dispatch helicopt,phrase,jobngram
3259,contacting cardiac,phrase,jobngram
3260,contact cardiac,phrase,jobngram
3261,notifying security,phrase,jobngram
3262,notifi secur,phrase,jobngram
3263,initiating disaster plan,phrase,jobngram
3264,initi disast plan,phrase,jobngram
3265,maintains the stability,phrase,jobngram
3266,maintain the stabil,phrase,jobngram
3267,influencing the development,phrase,jobngram
3268,influenc the develop,phrase,jobngram
3269,crisis management,phrase,jobngram
3270,crisi manag,phrase,jobngram
3271,reviewing regulatory bulletins,phrase,jobngram
3272,review regulatori bulletin,phrase,jobngram
3273,rate deviation filings,phrase,jobngram
3274,rate deviat file,phrase,jobngram
3275,maintaining updated rate matrices,phrase,jobngram
3276,maintain updat rate matric,phrase,jobngram
3277,providing overviews,phrase,jobngram
3278,provid overview,phrase,jobngram
3279,keeps other departments,phrase,jobngram
3280,keep other depart,phrase,jobngram
3281,communicating guidelines,phrase,jobngram
3282,commun guidelin,phrase,jobngram
3283,revising forms,phrase,jobngram
3284,revis form,phrase,jobngram
3285,resolving concerns,phrase,jobngram
3286,accomplishes compliance work,phrase,jobngram
3287,accomplish complianc work,phrase,jobngram
3288,guiding auditors,phrase,jobngram
3289,guid auditor,phrase,jobngram
3290,work standards,phrase,jobngram
3291,work standard,phrase,jobngram
3292,researching materials,phrase,jobngram
3293,research materi,phrase,jobngram
3294,formulating a plan,phrase,jobngram
3295,formul a plan,phrase,jobngram
3296,examining and analyzing records,phrase,jobngram
3297,examin and analyz record,phrase,jobngram
3298,recommending opportunities,phrase,jobngram
3299,recommend opportun,phrase,jobngram
3300,strengthen the internal control structure,phrase,jobngram
3301,strengthen the intern control structur,phrase,jobngram
3302,audit work papers,phrase,jobngram
3303,audit work paper,phrase,jobngram
3304,audit progress,phrase,jobngram
3305,coordinating information requirements,phrase,jobngram
3306,coordin inform requir,phrase,jobngram
3307,provides management reports,phrase,jobngram
3308,provid manag report,phrase,jobngram
3309,summarizing management information,phrase,jobngram
3310,summar manag inform,phrase,jobngram
3311,enhances compliance department,phrase,jobngram
3312,enhanc complianc depart,phrase,jobngram
3313,statistical analysis,phrase,jobngram
3314,statist analysi,phrase,jobngram
3315,ad hoc reporting,phrase,jobngram
3316,ad hoc report,phrase,jobngram
3317,general consulting,phrase,jobngram
3318,gener consult,phrase,jobngram
3319,operations research,phrase,jobngram
3320,oper research,phrase,jobngram
3321,prepares compliance audit,phrase,jobngram
3322,prepar complianc audit,phrase,jobngram
3323,collecting and coordinating internal compliance data,phrase,jobngram
3324,collect and coordin intern complianc data,phrase,jobngram
3325,provides administrative support,phrase,jobngram
3326,provid administr support,phrase,jobngram
3327,implementing systems,phrase,jobngram
3328,implement system,phrase,jobngram
3329,completing projects,phrase,jobngram
3330,complet project,phrase,jobngram
3331,helps others,phrase,jobngram
3332,help other,phrase,jobngram
3333,proposed and adopted state legislation,phrase,jobngram
3334,propos and adopt state legisl,phrase,jobngram
3335,develops action plans,phrase,jobngram
3336,determining corporate positions,phrase,jobngram
3337,determin corpor posit,phrase,jobngram
3338,developing strategies,phrase,jobngram
3339,develop strategi,phrase,jobngram
3340,keeping management,phrase,jobngram
3341,keep manag,phrase,jobngram
3342,marketing areas,phrase,jobngram
3343,market area,phrase,jobngram
3344,represents the organization,phrase,jobngram
3345,repres the organ,phrase,jobngram
3346,lobbying regulatory agencies,phrase,jobngram
3347,lobbi regulatori agenc,phrase,jobngram
3348,writing correspondence,phrase,jobngram
3349,write correspond,phrase,jobngram
3350,forwarding position papers,phrase,jobngram
3351,forward posit paper,phrase,jobngram
3352,attending public hearings,phrase,jobngram
3353,attend public hear,phrase,jobngram
3354,supports company positions,phrase,jobngram
3355,support compani posit,phrase,jobngram
3356,developing company responses,phrase,jobngram
3357,develop compani respons,phrase,jobngram
3358,executive management team,phrase,jobngram
3359,execut manag team,phrase,jobngram
3360,trust regulation,phrase,jobngram
3361,trust regul,phrase,jobngram
3362,compliance organizational strategies,phrase,jobngram
3363,complianc organiz strategi,phrase,jobngram
3364,compliance operational strategies,phrase,jobngram
3365,complianc oper strategi,phrase,jobngram
3366,compliance financial strategies,phrase,jobngram
3367,complianc financi strategi,phrase,jobngram
